"","X","PATENT","GYEAR","GDATE","APPYEAR","COUNTRY","POSTATE","ASSIGNEE","ASSCODE","CLAIMS","NCLASS","CAT","SUBCAT","CMADE","CRECEIVE","RATIOCIT","GENERAL","ORIGINAL","FWDAPLAG","BCKGTLAG","SELFCTUB","SELFCTLB","SECDUPBD","SECDLWBD","logCRECEIVE","CLAIMSORIGINAL"
"1746",1746,5551556,1996,13395,1995,"US","GA",477245,2,4,206,6,68,4,1,1,0,0,2,10.25,0.25,0.25,0,0,0,0
"1747",1747,5717934,1998,13920,1994,"US","CA",141165,2,13,713,2,22,14,1,1,0,0.8061,1,6,0,0,0,0,0,10.4793
"1748",1748,5494323,1996,13206,1994,"TW","",NA,1,2,292,6,69,5,2,0.2,0,0,3,40,NA,NA,NA,NA,0.693147180559945,0
"1749",1749,5630540,1997,13654,1995,"US","CT",597410,2,11,227,5,59,14,2,1,0.5,0.4082,2,9.7857,0.5,0.4286,0,0,0.693147180559945,4.4902
"1750",1750,5396032,1995,12849,1993,"US","TX",683218,2,8,174,4,41,19,4,1,0.75,0.8199,2.5,7.0526,0,0,0,0,1.38629436111989,6.5592
"1751",1751,5495627,1996,13213,1993,"US","CA",NA,1,15,4,6,65,7,5,1,0.32,0.449,3.4,9.1429,NA,NA,NA,NA,1.6094379124341,6.735
"1752",1752,5697170,1997,13864,1996,"US","TX",NA,4,9,36,6,63,24,1,0.625,0,0,1,34.7083,NA,NA,NA,NA,0,0
"1753",1753,5436215,1995,12989,1993,"US","TX",569900,2,8,502,1,19,7,1,1,0,0.4082,4,4.7143,0.7143,0.7143,1,1,0,3.2656
"1754",1754,5410594,1995,12898,1991,"JP","",581270,3,7,379,2,21,10,2,1,0.5,0.18,4.5,10.1,0,0,0,0,0.693147180559945,1.26
"1755",1755,5516156,1996,13283,1994,"US","IN",412705,2,11,285,6,67,15,2,0.7333,0.5,0,2,26,0.2,0.0667,0,0,0.693147180559945,0
"1756",1756,5591394,1997,13521,1994,"KR","",NA,1,5,420,5,52,11,2,1,0.5,0.4463,3.5,10.4545,NA,NA,NA,NA,0.693147180559945,2.2315
"1757",1757,5504835,1996,13241,1992,"JP","",508240,3,10,704,2,22,9,1,1,0,0.6173,1,12,0,0,1,1,0,6.173
"1758",1758,5702343,1997,13878,1996,"US","WA",736415,2,14,600,3,32,23,1,1,0,0.6465,1,7.1739,0,0,0,0,0,9.051
"1759",1759,5490028,1996,13185,1994,"US","CA",718069,2,21,360,2,24,40,6,1,0.6111,0.6338,1.8333,6.45,0,0,0.6667,0.6667,1.79175946922805,13.3098
"1760",1760,5524093,1996,13304,1995,"JP","",252865,3,11,365,2,24,4,9,1,0,0,1.8889,3,0,0,0,0,2.19722457733622,0
"1761",1761,5655188,1997,13731,1995,"JP","",211530,3,19,399,5,54,3,3,1,0,0,1.6667,9,0,0,0.3333,0.3333,1.09861228866811,0
"1762",1762,5561527,1996,13423,1995,"US","CA",260265,2,8,356,4,43,3,5,1,0.32,0.6667,1.2,6.3333,0,0,0,0,1.6094379124341,5.3336
"1763",1763,5518294,1996,13290,1994,"US","MI",337470,2,20,297,6,65,7,5,1,0,0,3,11,0,0,0,0,1.6094379124341,0
"1764",1764,5720904,1998,13934,1996,"GB","",16910,3,12,252,1,19,8,1,0.625,0,0.56,1,26.375,0,0,0,0,0,6.72
"1765",1765,5526477,1996,13311,1994,"US","CA",147695,2,20,345,2,23,3,4,1,0.375,0,2,8,0,0,0,0,1.38629436111989,0
"1766",1766,5745387,1998,13997,1995,"US","NY",218550,2,5,395,2,22,10,1,1,0,0.84,2,10.5,0.125,0.1,0,0,0,4.2
"1767",1767,5529205,1996,13325,1994,"US","OH",717363,2,16,220,6,68,23,6,0.7391,0.5,0.519,3.1667,22.9565,0,0,0,0,1.79175946922805,8.304
"1768",1768,5769453,1998,14053,1996,"DE","",133290,3,8,280,5,55,3,1,1,0,0.4444,1,5.3333,0.3333,0.3333,0,0,0,3.5552
"1769",1769,5781221,1998,14074,1997,"US","NY",160890,2,5,347,2,23,7,1,1,0,0.7755,1,3,0.4286,0.4286,0,0,0,3.8775
"1770",1770,5604809,1997,13563,1995,"JP","",441625,3,3,381,4,49,4,2,1,0,0,1.5,6.25,0.3333,0.25,0,0,0.693147180559945,0
"1771",1771,5567714,1996,13444,1995,"US","IN",170335,2,4,514,3,31,4,3,1,0.4444,0.625,2,12,0.75,0.75,0.3333,0.3333,1.09861228866811,2.5
"1772",1772,5742193,1998,13990,1996,"US","CA",507660,2,13,327,4,41,6,2,1,0,0.5,1,3.5,0.6667,0.6667,0,0,0.693147180559945,6.5
"1773",1773,5416240,1995,12919,1993,"DE","",54310,3,14,568,1,14,7,5,1,0.64,0.6939,2.6,12.4286,0.3333,0.2857,0.6,0.6,1.6094379124341,9.7146
"1774",1774,5741512,1998,13990,1995,"DE","",731203,2,86,424,3,31,25,4,1,0.375,0.7264,2.75,11.76,0,0,0,0,1.38629436111989,62.4704
"1775",1775,5488959,1996,13185,1993,"US","FL",122900,2,21,600,3,32,16,5,1,0.72,0.4922,3,11.8125,0.0625,0.0625,0.2,0.2,1.6094379124341,10.3362
"1776",1776,5760466,1998,14032,1997,"JP","",324320,3,10,257,4,46,10,1,1,0,0.32,0,7,0,0,0,0,0,3.2
"1777",1777,5775876,1998,14067,1995,"US","LA",NA,1,7,416,1,19,10,2,0.8,0.5,0.6563,2.5,16.3,NA,NA,NA,NA,0.693147180559945,4.5941
"1778",1778,5456089,1995,13066,1993,"US","TX",697512,2,6,62,6,69,8,1,1,0,0.625,4,3.625,0,0,0,0,0,3.75
"1779",1779,5564716,1996,13437,1994,"JP","",676337,3,21,277,6,67,8,2,1,0.5,0.375,3,8.875,0.1429,0.125,0,0,0.693147180559945,7.875
"1780",1780,5661485,1997,13752,1995,"US","CA",117620,2,20,342,2,21,8,2,1,0,0.6563,2.5,8.625,0,0,0,0,0.693147180559945,13.126
"1781",1781,5384293,1995,12807,1993,"JP","",NA,1,13,501,1,19,0,2,NA,0,NA,4,NA,NA,NA,NA,NA,0.693147180559945,NA
"1782",1782,5393832,1995,12842,1992,"FR","",43975,3,7,525,1,15,5,1,1,0,0.56,2,5,0,0,0,0,0,3.92
"1783",1783,5578800,1996,13479,1995,"JP","",405010,3,10,181,6,69,3,2,1,0.5,0.4444,1,16.6667,0,0,0,0,0.693147180559945,4.444
"1784",1784,5585961,1996,13500,1995,"JP","",303160,3,5,359,5,54,6,1,1,0,0.6111,1,5.5,0,0,1,1,0,3.0555
"1785",1785,5489251,1996,13185,1995,"US","LA",NA,1,20,482,5,59,13,2,0.8462,0,0.314,2,11.4615,NA,NA,NA,NA,0.693147180559945,6.28
"1786",1786,5412260,1995,12905,1993,"US","CA",330250,2,14,326,4,46,21,21,1,0.6122,0.4308,3.0952,4.9048,0.381,0.381,0.05,0.0476,3.04452243772342,6.0312
"1787",1787,5452605,1995,13052,1994,"US","CA",107016,2,9,73,4,43,9,1,0.5556,0,0,2,34.4444,0.25,0.1111,0,0,0,0
"1788",1788,5598866,1997,13549,1995,"CA","",NA,1,15,137,6,69,11,1,1,0,0.562,2,8.3636,NA,NA,NA,NA,0,8.43
"1789",1789,5754454,1998,14018,1997,"US","TX",386735,2,27,702,2,22,3,2,1,0,0.4444,0,2.3333,0.3333,0.3333,0,0,0.693147180559945,11.9988
"1790",1790,5596075,1997,13535,1996,"US","PA",35691,2,1,528,1,15,22,1,1,0,0.8099,1,15.7727,0.0526,0.0455,1,1,0,0.8099
"1791",1791,5597512,1997,13542,1994,"JP","",404250,3,16,516,1,19,10,1,0.4,0,0,1,33,0.3333,0.1,0,0,0,0
"1792",1792,5471769,1995,13122,1993,"US","CA",322355,2,14,36,6,63,7,1,0.4286,0,0.4444,3,57.8571,0,0,0,0,0,6.2216
"1793",1793,5498304,1996,13220,1994,"AU","",23415,3,9,156,1,19,5,5,1,0.48,0.32,2.4,12.4,0,0,0,0,1.6094379124341,2.88
"1794",1794,5489812,1996,13185,1994,"JP","",280070,2,18,310,4,45,10,3,1,0.4444,0.78,1.6667,10.5,0.125,0.1,0.3333,0.3333,1.09861228866811,14.04
"1795",1795,5401013,1995,12870,1993,"US","CT",78940,2,21,271,5,51,10,1,1,0,0,4,10.8,0.2857,0.2,0,0,0,0
"1796",1796,5583590,1996,13493,1992,"US","PA",726384,2,13,351,3,39,16,2,0.9375,0.5,0.6578,5,14.375,0,0,0,0,0.693147180559945,8.5514
"1797",1797,5396795,1995,12856,1992,"JP","",379245,3,9,73,4,43,6,5,1,0,0.2778,3.6,6,0,0,0,0,1.6094379124341,2.5002
"1798",1798,5536662,1996,13346,1993,"US","CA",382445,2,1,435,3,33,14,1,1,0,0.6939,4,11.8571,0.2143,0.2143,0,0,0,0.6939
"1799",1799,5450868,1995,13045,1994,"US","NC",626640,2,19,134,6,69,19,1,1,0,0.41,1,11.1579,0.0625,0.0526,1,1,0,7.79
"1800",1800,5604835,1997,13563,1994,"JP","",252865,3,23,385,2,21,6,1,1,0,0.2778,3,8,0,0,0,0,0,6.3894
"1801",1801,5527624,1996,13318,1995,"US","AZ",344100,2,30,428,6,69,3,3,1,0.6667,0.6667,1,6.6667,0.6667,0.6667,0,0,1.09861228866811,20.001
"1802",1802,5689622,1997,13836,1995,"JP","",412530,3,10,706,2,22,9,1,1,0,0,1,5.6667,0,0,0,0,0,0
"1803",1803,5665447,1997,13766,1995,"US","OH",424125,2,13,428,6,69,31,3,0.871,0.4444,0.8422,1.3333,16.871,0.2174,0.1613,1,1,1.09861228866811,10.9486
"1804",1804,5720149,1998,13934,1996,"DE","",738057,3,12,53,6,68,9,2,0.8889,0,0.5313,1,17.7778,0,0,0,0,0.693147180559945,6.3756
"1805",1805,5472639,1995,13122,1993,"US","OH",153420,2,23,252,1,19,46,2,1,0.5,0.6125,1.5,8.0217,0.1522,0.1522,0,0,0.693147180559945,14.0875
"1806",1806,5593539,1997,13528,1994,"JP","",358975,3,5,438,4,46,11,2,1,0.5,0.8595,3.5,6.0909,0.2222,0.1818,0,0,0.693147180559945,4.2975
"1807",1807,5650734,1997,13717,1995,"US","CA",21885,2,31,326,4,46,7,9,1,0.3704,0.5714,1.7778,5.8571,0.1429,0.1429,0.1111,0.1111,2.19722457733622,17.7134
"1808",1808,5571527,1996,13458,1994,"JP","",511305,3,24,424,3,31,5,3,1,0.6667,0.48,3,7.6,0.4,0.4,0.3333,0.3333,1.09861228866811,11.52
"1809",1809,5559867,1996,13416,1994,"US","IN",724329,2,16,379,2,21,29,3,1,0.4444,0.3044,2.3333,7.4138,0,0,0,0,1.09861228866811,4.8704
"1810",1810,5623803,1997,13633,1995,"US","OH",NA,1,18,52,6,69,23,4,0.913,0.625,0.6168,2,15.8261,NA,NA,NA,NA,1.38629436111989,11.1024
"1811",1811,5450481,1995,13038,1994,"US","NJ",706518,2,30,379,2,21,4,2,1,0,0.375,1.5,3.5,0.5,0.5,0,0,0.693147180559945,11.25
"1812",1812,5379025,1995,12786,1993,"US","AL",NA,1,9,340,2,21,5,7,1,0.6111,0.64,2.8333,7.8,NA,NA,NA,NA,1.94591014905531,5.76
"1813",1813,5691697,1997,13843,1995,"US","MA",732813,2,46,340,2,21,9,1,1,0,0,1,7,0,0,0,0,0,0
"1814",1814,5540365,1996,13360,1994,"US","CO",NA,1,15,224,6,68,7,3,0.4286,0.4444,0.4444,2.6667,34.7143,NA,NA,NA,NA,1.09861228866811,6.666
"1815",1815,5413683,1995,12912,1994,"JP","",399705,3,10,205,1,19,2,6,1,0.7222,0.5,2.1667,10.5,0,0,0.2,0.1667,1.79175946922805,5
"1816",1816,5574336,1996,13465,1995,"US","IL",386735,2,9,315,4,42,7,3,1,0,0,1.6667,7.2857,0,0,0.3333,0.3333,1.09861228866811,0
"1817",1817,5563738,1996,13430,1993,"US","CA",724660,2,22,359,5,54,8,2,0.875,0,0.2449,3.5,23.125,0,0,0.5,0.5,0.693147180559945,5.3878
"1818",1818,5512202,1996,13269,1995,"US","IN",720124,2,2,510,1,19,8,1,0.875,0,0.7347,2,20.875,0,0,0,0,0,1.4694
"1819",1819,5809817,1998,14144,1997,"US","PA",732407,2,13,72,5,52,11,1,1,0,0,1,10.3636,0.0909,0.0909,1,1,0,0
"1820",1820,5604638,1997,13563,1994,"JP","",39265,3,12,359,5,54,9,6,1,0.2778,0.4444,3.1667,5.4444,1,1,1,1,1.79175946922805,5.3328
"1821",1821,5437238,1995,12996,1993,"US","GA",721212,2,11,112,6,63,8,10,1,0,0.2188,3.5,10.125,0,0,0.7,0.7,2.30258509299405,2.4068
"1822",1822,5735156,1998,13976,1997,"JP","",252865,3,8,72,5,52,2,2,0.5,0,0,0.5,33.5,0,0,0,0,0.693147180559945,0
"1823",1823,5536297,1996,13346,1995,"CA","",718030,3,22,75,5,52,19,1,1,0,0.4986,2,8,0,0,0,0,0,10.9692
"1824",1824,5606918,1997,13577,1995,"US","OH",NA,1,22,108,6,69,7,1,0.8571,0,0.6111,2,9.5714,NA,NA,NA,NA,0,13.4442
"1825",1825,5487702,1996,13178,1994,"US","UT",717872,2,27,460,6,61,27,6,0.8519,0.6111,0.7864,2.1667,16.9259,0,0,0,0,1.79175946922805,21.2328
"1826",1826,5424659,1995,12947,1994,"US","NC",280070,2,8,326,4,46,10,10,1,0.34,0.34,2.4,5,0.2,0.2,0.2,0.2,2.30258509299405,2.72
"1827",1827,5704021,1997,13878,1994,"US","CA",250060,2,19,358,2,21,18,6,1,0.6111,0.4444,2,4.9444,0.1875,0.1667,0.1667,0.1667,1.79175946922805,8.4436
"1828",1828,5660431,1997,13752,1996,"US","TN",NA,1,5,297,6,65,9,1,0.4444,0,0.75,1,64.4444,NA,NA,NA,NA,0,3.75
"1829",1829,5438034,1995,12996,1993,"US","PA",342300,2,28,504,1,11,9,2,0.8889,0.5,0.8438,4,21.2222,0,0,1,1,0.693147180559945,23.6264
"1830",1830,5452706,1995,13052,1994,"US","CA",NA,1,7,126,6,66,10,1,0.6,0,0.6111,4,35.5,NA,NA,NA,NA,0,4.2777
"1831",1831,5524728,1996,13311,1995,"US","CO",460700,2,25,184,5,59,5,5,1,0.32,0.32,1.4,6.6,0,0,0,0,1.6094379124341,8
"1832",1832,5594622,1997,13528,1995,"JP","",581270,3,13,361,4,45,7,2,1,0,0.5714,1.5,5.2857,0.1667,0.1429,0.5,0.5,0.693147180559945,7.4282
"1833",1833,5507039,1996,13248,1992,"JP","",358975,3,5,455,2,21,2,2,1,0.5,0,3.5,7.5,0,0,0,0,0.693147180559945,0
"1834",1834,5569292,1996,13451,1995,"US","OH",703078,2,24,606,3,32,8,8,1,0.375,0.6563,1.625,3.125,0,0,0.1667,0.125,2.07944154167984,15.7512
"1835",1835,5397751,1995,12856,1993,"JP","",389720,3,10,501,1,19,3,1,1,0,0.4444,1,5.6667,0.6667,0.6667,1,1,0,4.444
"1836",1836,5591903,1997,13521,1994,"US","IA",284650,2,36,73,4,43,12,2,1,0,0.6528,2.5,5.4167,0,0,0,0,0.693147180559945,23.5008
"1837",1837,5715286,1998,13913,1996,"JP","",395735,3,16,375,2,21,4,1,1,0,0.5,1,5.25,0,0,0,0,0,8
"1838",1838,5748945,1998,14004,1996,"US","NC",280070,2,5,395,2,22,5,4,1,0.375,0,1,2.2,0.4,0.4,0,0,1.38629436111989,0
"1839",1839,5472894,1995,13122,1994,"TW","",596760,3,7,438,4,46,4,5,1,0.32,0,2.8,2,0,0,0,0,1.6094379124341,0
"1840",1840,5493409,1996,13199,1994,"JP","",377950,3,14,358,2,21,12,14,1,0.6429,0.7778,2.2857,5.5,0.1667,0.1667,0.0714,0.0714,2.63905732961526,10.8892
"1841",1841,5563347,1996,13430,1994,"US","CA",NA,1,25,73,4,43,20,3,0.95,0,0.6759,2.3333,12.05,NA,NA,NA,NA,1.09861228866811,16.8975
"1842",1842,5526663,1996,13318,1994,"FR","",585725,3,18,72,5,52,4,2,1,0,0,3,10,0,0,0,0,0.693147180559945,0
"1843",1843,5462437,1995,13087,1993,"US","CT",292420,2,19,433,3,39,7,1,1,0,0.7347,4,9.4286,0.1429,0.1429,0,0,0,13.9593
"1844",1844,5689341,1997,13836,1996,"JP","",8845,3,5,356,4,43,2,1,1,0,0.5,1,5,0,0,0,0,0,2.5
"1845",1845,5649096,1997,13710,1995,"US","MN",596125,2,5,714,2,22,5,1,1,0,0.72,1,10.8,0,0,0,0,0,3.6
"1846",1846,5393259,1995,12842,1994,"TW","",709093,2,9,446,6,62,2,4,0.5,0.5,0,1.75,17.5,0,0,0.3333,0.25,1.38629436111989,0
"1847",1847,5577383,1996,13479,1994,"JP","",252865,3,18,60,4,45,11,4,1,0,0.4298,2.25,17,0,0,0,0,1.38629436111989,7.7364
"1848",1848,5537426,1996,13346,1993,"KR","",227815,3,6,714,2,22,6,3,1,0.4444,0,3.3333,7.1667,0,0,0,0,1.09861228866811,0
"1849",1849,5458442,1995,13073,1994,"GB","",75530,3,18,405,6,64,3,8,1,0,0.4444,1.875,23.6667,0,0,0.1667,0.125,2.07944154167984,7.9992
"1850",1850,5644786,1997,13696,1990,"US","KS",705879,2,7,710,2,22,13,7,1,0.7347,0.7456,6.2857,11.0769,0,0,0,0,1.94591014905531,5.2192
"1851",1851,5486106,1996,13171,1994,"DE","",NA,1,5,425,5,51,2,1,1,0,0.5,3,3,NA,NA,NA,NA,0,2.5
"1852",1852,5797557,1998,14116,1997,"US","PA",450155,2,21,242,5,51,21,1,0.8571,0,0.642,1,20,0.3125,0.2381,0,0,0,13.482
"1853",1853,5454821,1995,13059,1993,"DE","",NA,1,1,606,3,32,7,6,1,0,0,2.6667,6.8571,NA,NA,NA,NA,1.79175946922805,0
"1854",1854,5613839,1997,13598,1995,"GB","",344245,3,15,417,5,53,5,4,0.8,0.375,0.5,1.5,14.4,0,0,0,0,1.38629436111989,7.5
"1855",1855,5513301,1996,13269,1994,"JP","",395735,3,1,358,2,21,12,3,1,0.4444,0.8056,1.6667,2.0833,0,0,0,0,1.09861228866811,0.8056
"1856",1856,5804855,1998,14130,1996,"US","ID",373440,2,29,257,4,46,10,1,1,0,0.34,1,5,0,0,0,0,0,9.86
"1857",1857,5496376,1996,13213,1994,"US","PA",104030,2,18,510,1,19,9,2,1,0,0,2.5,8.8889,0.2857,0.2222,0.5,0.5,0.693147180559945,0
"1858",1858,5776241,1998,14067,1997,"FR","",346250,3,15,106,1,12,10,1,1,0,0.66,0,5.3,0.5556,0.5,1,1,0,9.9
"1859",1859,5501378,1996,13234,1994,"US","NJ",62985,2,11,223,6,63,5,7,1,0.2449,0.32,2.4286,19.4,1,0.2,1,0.8571,1.94591014905531,3.52
"1860",1860,5469745,1995,13115,1993,"US","FL",625115,2,18,73,4,43,6,1,1,0,0.6111,2,8.6667,0.6667,0.6667,0,0,0,10.9998
"1861",1861,5663366,1997,13759,1996,"DE","",622550,3,2,548,1,14,0,2,NA,0,NA,1,NA,NA,NA,0,0,0.693147180559945,NA
"1862",1862,5763343,1998,14039,1997,"DE","",498360,3,14,501,1,19,10,1,1,0,0.54,1,13,0.1,0.1,0,0,0,7.56
"1863",1863,5410596,1995,12898,1993,"US","ME",512490,2,11,379,2,21,21,3,1,0.4444,0.4444,4,7.5238,0.1579,0.1429,0.6667,0.6667,1.09861228866811,4.8884
"1864",1864,5809162,1998,14137,1995,"US","GA",722326,2,4,382,2,22,6,1,1,0,0.6667,3,6.8333,0,0,0,0,0,2.6668
"1865",1865,5586209,1996,13500,1994,"JP","",714593,3,11,385,2,21,2,3,1,0,0,2.6667,4.5,0,0,0,0,1.09861228866811,0
"1866",1866,5715179,1998,13913,1996,"KR","",702374,3,15,702,2,22,9,2,1,0,0.6667,1,2.7778,0.1429,0.1111,0,0,0.693147180559945,10.0005
"1867",1867,5611647,1997,13591,1994,"US","MO",423625,2,28,406,5,59,15,2,1,0,0.5333,3.5,13.1333,0,0,0,0,0.693147180559945,14.9324
"1868",1868,5517932,1996,13290,1994,"US","IL",139275,2,6,111,6,61,14,3,0.6429,0.4444,0.3704,2,28.7143,0.3333,0.0714,0.5,0.3333,1.09861228866811,2.2224
"1869",1869,5385297,1995,12814,1993,"US","MN",26610,2,31,236,6,69,46,6,1,0.5,0.8138,2,8.5435,0.0313,0.0217,0,0,1.79175946922805,25.2278
"1870",1870,5606917,1997,13577,1995,"US","OH",NA,1,12,108,6,69,7,2,0.5714,0.5,0.375,2.5,32.5714,NA,NA,NA,NA,0.693147180559945,4.5
"1871",1871,5699010,1997,13864,1996,"JP","",508240,3,6,327,4,41,3,1,1,0,0,1,1.6667,0,0,0,0,0,0
"1872",1872,5555231,1996,13402,1994,"JP","",87490,3,25,369,2,24,7,2,1,0,0,3,7,0,0,0.5,0.5,0.693147180559945,0
"1873",1873,5513200,1996,13269,1993,"US","CA",635240,2,11,372,4,42,7,4,1,0.375,0,2.5,8.5714,0.1429,0.1429,0.25,0.25,1.38629436111989,0
"1874",1874,5712823,1998,13906,1996,"CA","",385905,3,10,365,2,24,13,3,1,0,0.142,1.3333,4.3846,0,0,0,0,1.09861228866811,1.42
"1875",1875,5392771,1995,12842,1992,"CH","",709031,3,30,128,3,32,20,4,1,0.375,0.695,4.25,11.85,0,0,0.25,0.25,1.38629436111989,20.85
"1876",1876,5682840,1997,13822,1995,"US","CO",NA,1,15,119,6,61,48,2,0.4583,0,0.1694,2.5,39.25,NA,NA,NA,NA,0.693147180559945,2.541
"1877",1877,5594300,1997,13528,1995,"US","NJ",573980,2,14,313,4,42,7,2,0.7143,0,0,1.5,16.2857,0,0,0.5,0.5,0.693147180559945,0
"1878",1878,5575414,1996,13472,1995,"DE","",658487,3,20,226,5,51,8,1,1,0,0.8438,3,7.625,0,0,0,0,0,16.876
"1879",1879,5405441,1995,12884,1994,"US","NM",710284,2,17,106,1,12,20,3,0.85,0.4444,0.5813,2,14.9,0,0,0,0,1.09861228866811,9.8821
"1880",1880,5533571,1996,13339,1994,"US","OK",238325,2,6,166,6,64,18,3,0.8333,0.4444,0.3378,3.3333,19.9444,0.5,0.3333,0,0,1.09861228866811,2.0268
"1881",1881,5600372,1997,13549,1994,"KR","",227815,3,16,348,4,49,6,1,1,0,0.6667,2,5,0,0,0,0,0,10.6672
"1882",1882,5707675,1998,13892,1996,"US","CT",735051,2,16,426,6,61,0,1,NA,0,NA,1,NA,NA,NA,1,1,0,NA
"1883",1883,5464054,1995,13094,1994,"US","TX",571930,2,11,165,6,66,2,4,1,0.75,0.5,2.75,6,0,0,0,0,1.38629436111989,5.5
"1884",1884,5511323,1996,13269,1994,"US","CA",NA,1,55,36,6,63,7,1,0.7143,0,0.64,4,20.7143,NA,NA,NA,NA,0,35.2
"1885",1885,5574140,1996,13465,1994,"CA","",725177,3,12,534,1,14,18,1,1,0,0.7407,2,4.5556,0,0,1,1,0,8.8884
"1886",1886,5665704,1997,13766,1995,"US","CA",218000,2,14,514,3,31,22,1,1,0,0.4628,0,6.8636,0,0,1,1,0,6.4792
"1887",1887,5541676,1996,13360,1994,"US","CA",NA,1,18,351,3,39,7,4,0.8571,0.625,0.2778,3.75,16.1429,NA,NA,NA,NA,1.38629436111989,5.0004
"1888",1888,5559893,1996,13416,1995,"NO","",695164,3,14,381,4,49,6,1,1,0,0,2,5.1667,0,0,0,0,0,0
"1889",1889,5413736,1995,12912,1994,"JP","",10950,3,4,252,1,19,4,2,1,0.5,0.375,2.5,20,0,0,0,0,0.693147180559945,1.5
"1890",1890,5416701,1995,12919,1991,"JP","",404330,3,9,701,2,22,8,4,1,0.625,0.5625,4.25,4.125,0.625,0.625,0,0,1.38629436111989,5.0625
"1891",1891,5752752,1998,14018,1996,"JP","",13995,3,9,303,5,53,4,2,1,0.5,0.5,1,5.25,0.25,0.25,0.5,0.5,0.693147180559945,4.5
"1892",1892,5461376,1995,13080,1994,"JP","",710162,3,4,341,2,22,4,1,1,0,0.375,2,9.75,0,0,0,0,0,1.5
"1893",1893,5416119,1995,12919,1993,"US","IL",216125,2,17,514,3,31,6,4,1,0.375,0,2.75,3.8333,0.6667,0.6667,1,0.75,1.38629436111989,0
"1894",1894,5693111,1997,13850,1995,"JP","",212505,3,5,65,5,51,8,1,1,0,0.5625,1,18.375,0,0,0,0,0,2.8125
"1895",1895,5826539,1998,14179,1996,"US","WI",NA,1,6,119,6,61,9,4,0.7778,0,0.2449,1.75,25,NA,NA,NA,NA,1.38629436111989,1.4694
"1896",1896,5513602,1996,13276,1994,"DE","",44580,3,4,123,5,53,3,3,1,0,0,2.3333,3.3333,0,0,0,0,1.09861228866811,0
"1897",1897,5470502,1995,13115,1994,"DE","",54310,3,3,252,1,19,14,3,0.8571,0.4444,0.7917,2.6667,15.2857,0.4167,0.3571,0.3333,0.3333,1.09861228866811,2.3751
"1898",1898,5599075,1997,13549,1995,"JP","",404330,3,9,303,5,53,2,4,1,0.625,0.5,1.25,8,0,0,0.5,0.5,1.38629436111989,4.5
"1899",1899,5423411,1995,12947,1993,"GB","",711940,3,15,198,5,59,6,2,0.8333,0.5,0.8,5,13,0,0,0,0,0.693147180559945,12
"1900",1900,5379241,1995,12786,1993,"CA","",706468,3,3,708,2,22,5,4,1,0.625,0.56,2.25,8.4,0,0,0,0,1.38629436111989,1.68
"1901",1901,5729264,1998,13955,1995,"DE","",601715,2,12,347,2,23,5,1,1,0,0,0,7.2,0,0,0,0,0,0
"1902",1902,5565908,1996,13437,1993,"US","CA",724849,2,22,348,4,49,21,6,1,0.5,0.449,3,5.4286,0,0,0,0,1.79175946922805,9.878
"1903",1903,5759918,1998,14032,1996,"US","CA",741356,2,23,438,4,46,25,1,0.96,0,0.6771,2,13.04,0,0,0,0,0,15.5733
"1904",1904,5487382,1996,13178,1994,"FR","",NA,1,22,128,3,32,8,4,1,0.375,0.4063,3,11.75,NA,NA,NA,NA,1.38629436111989,8.9386
"1905",1905,5619217,1997,13612,1995,"US","TX",700894,2,5,343,2,21,2,2,1,0,0,1,22,0,0,0,0,0.693147180559945,0
"1906",1906,5829499,1998,14186,1998,"TW","",NA,1,7,144,5,51,4,3,0.25,0,0,0,37.75,NA,NA,NA,NA,1.09861228866811,0
"1907",1907,5450278,1995,13038,1992,"KR","",687353,3,8,361,4,45,7,2,1,0,0.449,5,10,0,0,0,0,0.693147180559945,3.592
"1908",1908,5599573,1997,13549,1995,"US","CT",397085,3,17,426,6,61,19,1,1,0,0,1,9.6842,0.2105,0.2105,1,1,0,0
"1909",1909,5577566,1996,13479,1995,"US","TX",620965,2,10,175,6,64,19,2,0.8421,0,0.7656,2,24.8421,0,0,0,0,0.693147180559945,7.656
"1910",1910,5504793,1996,13241,1995,"US","NY",705859,2,25,378,4,44,5,2,1,0.5,0.32,2.5,5.8,0,0,0,0,0.693147180559945,8
"1911",1911,5495306,1996,13206,1995,"JP","",508240,3,2,353,5,54,7,1,0.5714,0,0.375,1,24.5714,0,0,0,0,0,0.75
"1912",1912,5707458,1998,13892,1996,"JP","",582975,3,12,136,4,45,3,1,1,0,0.4444,1,19,0,0,1,1,0,5.3328
"1913",1913,5484939,1996,13164,1994,"CH","",342305,3,2,548,1,14,2,1,1,0,0.5,3,21,0,0,1,1,0,1
"1914",1914,5647890,1997,13710,1996,"US","CA",NA,1,19,95,1,13,36,2,0.8333,0,0.32,1.5,19.1944,NA,NA,NA,NA,0.693147180559945,6.08
"1915",1915,5689457,1997,13836,1996,"JP","",252865,3,3,365,2,24,2,1,1,0,0,1,2,0.5,0.5,0,0,0,0
"1916",1916,5487507,1996,13178,1994,"US","IL",266985,2,19,239,5,59,11,1,0.7273,0,0.5625,2,22.8182,0,0,1,1,0,10.6875
"1917",1917,5749874,1998,14011,1996,"US","NY",740619,2,13,606,3,32,6,3,1,0.4444,0.2778,1.3333,7.5,0,0,0,0,1.09861228866811,3.6114
